61.272,122.95,-224.38
51.435,111.47,-237.44
61.738,128.76,-217.61
79.549,128.5,-218.61
52.129,130.29,-230.04
61.035,130.16,-230.54
52.595,136.1,-223.27
61.501,135.96,-223.76
61.501,135.96,-223.76
79.549,128.5,-218.61
69.712,117.01,-231.66
60.806,117.15,-231.16
60.806,117.15,-231.16
60.806,117.15,-231.16
60.34,111.34,-237.94
69.712,117.01,-231.66
69.712,117.01,-231.66
69.712,117.01,-231.66
69.483,104,-232.28
69.712,117.01,-231.66
60.34,111.34,-237.94
78.389,103.87,-232.78
69.483,104,-232.28
69.483,104,-232.28
69.246,111.2,-238.44
69.246,111.2,-238.44
69.246,111.2,-238.44
69.246,111.2,-238.44
69.246,111.2,-238.44
69.246,111.2,-238.44
69.712,117.01,-231.66
69.712,117.01,-231.66
69.712,117.01,-231.66
78.617,116.88,-232.16
78.617,116.88,-232.16
78.617,116.88,-232.16
78.617,116.88,-232.16
78.617,116.88,-232.16
78.855,109.68,-226
78.389,103.87,-232.78
78.389,103.87,-232.78
78.389,103.87,-232.78
78.389,103.87,-232.78
78.389,103.87,-232.78
78.855,109.68,-226
78.855,109.68,-226
78.617,116.88,-232.16
78.617,116.88,-232.16
69.246,111.2,-238.44
69.712,117.01,-231.66
69.712,117.01,-231.66
69.712,117.01,-231.66
78.617,116.88,-232.16
78.617,116.88,-232.16
78.617,116.88,-232.16
79.083,122.69,-225.38
79.083,122.69,-225.38
79.083,122.69,-225.38
-130.9,131.92,-148.12
-122.7,133.18,-161.56
-121.99,131.78,-148.62
-121.06,143.4,-135.07
-121.99,131.78,-148.62
-129.73,136.33,-128.42
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-128.79,127.74,-109.33
-128.79,127.74,-109.33
-129.49,129.13,-122.26
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.26,142.14,-121.64
-129.03,134.94,-115.48
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.49,129.13,-122.26
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.49,129.13,-122.26
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-129.03,134.94,-115.48
-128.79,127.74,-109.33
-129.74,156.54,-133.95
-129.74,156.54,-133.95
-129.74,156.54,-133.95
-129.74,156.54,-133.95
-129.74,156.54,-133.95
-129.74,156.54,-133.95
-129.74,156.54,-133.95
78.626,96.669,-226.62
78.626,96.669,-226.62
78.626,96.669,-226.62
78.626,96.669,-226.62
78.626,96.669,-226.62
79.092,102.48,-219.84
78.855,109.68,-226
79.092,102.48,-219.84
