28.878,516.78,420.36,162.96,473.91,32.79
49.335,513.36,456.08,162.96,473.91,32.79
27.589,518.41,401.88,162.96,473.91,32.79
-8.1695,518.7,404.39,162.96,473.91,32.79
47.019,535.21,420.73,162.96,473.91,32.79
29.14,535.35,421.99,162.96,473.91,32.79
45.73,536.84,402.24,162.96,473.91,32.79
27.851,536.98,403.5,162.96,473.91,32.79
27.851,536.98,403.5,162.96,473.91,32.79
-8.1695,518.7,404.39,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
30.167,515.14,438.85,162.96,473.91,32.79
30.167,515.14,438.85,162.96,473.91,32.79
30.167,515.14,438.85,162.96,473.91,32.79
31.456,513.51,457.34,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
13.315,495.07,456.97,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
31.456,513.51,457.34,162.96,473.91,32.79
-4.5645,495.22,458.23,162.96,473.91,32.79
13.315,495.07,456.97,162.96,473.91,32.79
13.315,495.07,456.97,162.96,473.91,32.79
13.577,513.65,458.6,162.96,473.91,32.79
13.577,513.65,458.6,162.96,473.91,32.79
13.577,513.65,458.6,162.96,473.91,32.79
13.577,513.65,458.6,162.96,473.91,32.79
13.577,513.65,458.6,162.96,473.91,32.79
13.577,513.65,458.6,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
-5.8536,496.85,439.74,162.96,473.91,32.79
-4.5645,495.22,458.23,162.96,473.91,32.79
-4.5645,495.22,458.23,162.96,473.91,32.79
-4.5645,495.22,458.23,162.96,473.91,32.79
-4.5645,495.22,458.23,162.96,473.91,32.79
-4.5645,495.22,458.23,162.96,473.91,32.79
-5.8536,496.85,439.74,162.96,473.91,32.79
-5.8536,496.85,439.74,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
13.577,513.65,458.6,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
12.288,515.28,440.11,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
-5.5913,515.43,441.37,162.96,473.91,32.79
-6.8804,517.06,422.88,162.96,473.91,32.79
-6.8804,517.06,422.88,162.96,473.91,32.79
-6.8804,517.06,422.88,162.96,473.91,32.79
413.43,449.17,275.24,162.96,473.91,32.79
397.11,466.25,296.61,162.96,473.91,32.79
395.55,449.31,276.5,162.96,473.91,32.79
392.98,452.58,239.52,162.96,473.91,32.79
395.55,449.31,276.5,162.96,473.91,32.79
410.59,433.86,236.64,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
408.78,398.35,214.9,162.96,473.91,32.79
408.78,398.35,214.9,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.3,435.5,218.15,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
410.33,415.29,235.01,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
409.04,416.93,216.53,162.96,473.91,32.79
408.78,398.35,214.9,162.96,473.91,32.79
409.83,472.65,221.4,162.96,473.91,32.79
409.83,472.65,221.4,162.96,473.91,32.79
409.83,472.65,221.4,162.96,473.91,32.79
409.83,472.65,221.4,162.96,473.91,32.79
409.83,472.65,221.4,162.96,473.91,32.79
409.83,472.65,221.4,162.96,473.91,32.79
409.83,472.65,221.4,162.96,473.91,32.79
-4.8267,476.64,456.61,162.96,473.91,32.79
-4.8267,476.64,456.61,162.96,473.91,32.79
-4.8267,476.64,456.61,162.96,473.91,32.79
-4.8267,476.64,456.61,162.96,473.91,32.79
-4.8267,476.64,456.61,162.96,473.91,32.79
-6.1158,478.28,438.12,162.96,473.91,32.79
-5.8536,496.85,439.74,162.96,473.91,32.79
-6.1158,478.28,438.12,162.96,473.91,32.79
